Static Spatial Factors (SSF) and Dynamic Spatial Factors (DSF)for DRWM test of iRho-V																				
STEP	C1_SSF	C1_DSF	C2_SSF	C2_DSF	C3_SSF	C3_DSF	C4_SSF	C4_DSF	C5_SSF	C5_DSF	C6_SSF	C6_DSF	C7_SSF	C7_DSF	C8_SSF	C8_DSF	C9_SSF	C9_DSF	10_SSF	10_DSF
136	1.0542	1.027	1.0568	1.0386	1.2265	0.9907	0.8312	0.9788	1.1942	0.9857	1.0042	1.021	0.9743	1.0112	1.0933	1.0373	1.3421	0.9768		
135	1.0542	1.0264	1.0565	1.0382	1.2267	0.9904	0.8283	0.9778	1.1941	0.9852	1.0031	1.0203	0.9726	1.0107	1.0931	1.0369	1.3437	0.9763		
134	1.0543	1.0259	1.056	1.0378	1.2271	0.9902	0.8254	0.9769	1.1941	0.9851	1.0019	1.0198	0.9709	1.0102	1.0928	1.0366	1.3453	0.9759		
133	1.0543	1.0253	1.0556	1.0374	1.2274	0.99	0.8224	0.9761	1.194	0.985	1.0007	1.0193	0.9693	1.0098	1.0926	1.0363	1.3468	0.9757		
132	1.0543	1.0249	1.0552	1.037	1.2277	0.9899	0.8194	0.9753	1.1939	0.9849	0.9994	1.0189	0.9676	1.0094	1.0923	1.036	1.3484	0.9754		
131	1.0542	1.0244	1.0548	1.0366	1.228	0.9899	0.8163	0.9746	1.1937	0.9849	0.9981	1.0185	0.9658	1.009	1.092	1.0358	1.35	0.9752		
130	1.0542	1.0239	1.0543	1.0363	1.2283	0.9899	0.8131	0.9739	1.1935	0.985	0.9967	1.018	0.964	1.0087	1.0917	1.0355	1.3516	0.975		
129	1.0542	1.0234	1.0538	1.0359	1.2286	0.9898	0.8099	0.9731	1.1933	0.9853	0.9953	1.0176	0.9622	1.0083	1.0914	1.0353	1.3532	0.9747		
128	1.0542	1.0228	1.0534	1.0355	1.2289	0.9898	0.8067	0.9723	1.1931	0.9854	0.9939	1.0171	0.9604	1.0079	1.0911	1.0349	1.3549	0.9745		
127	1.0542	1.0223	1.0529	1.0351	1.2291	0.9898	0.8035	0.9715	1.1928	0.9855	0.9925	1.0166	0.9586	1.0074	1.0907	1.0346	1.3565	0.9742		
126	1.0541	1.0218	1.0524	1.0347	1.2293	0.9897	0.8003	0.9706	1.1925	0.9857	0.9911	1.016	0.9568	1.007	1.0904	1.0343	1.3581	0.9739		
125	1.0541	1.0213	1.0519	1.0342	1.2295	0.9897	0.7972	0.9697	1.1922	0.986	0.9897	1.0154	0.955	1.0065	1.09	1.0339	1.3597	0.9737		
124	1.0541	1.0207	1.0514	1.0338	1.2296	0.9896	0.7943	0.9687	1.1918	0.9862	0.9884	1.0148	0.9532	1.006	1.0896	1.0335	1.3612	0.9734		
123	1.054	1.0202	1.0509	1.0333	1.2298	0.9896	0.7914	0.9677	1.1914	0.9864	0.9871	1.0141	0.9515	1.0054	1.0893	1.033	1.3627	0.9731		
122	1.054	1.0197	1.0504	1.0328	1.2299	0.9896	0.7887	0.9667	1.1909	0.9867	0.9859	1.0135	0.9498	1.0049	1.0889	1.0326	1.3642	0.9729		
121	1.0539	1.0192	1.0499	1.0324	1.23	0.9897	0.786	0.9658	1.1905	0.9872	0.9846	1.013	0.948	1.0044	1.0885	1.0323	1.3656	0.9727		
120	1.0539	1.0187	1.0494	1.0319	1.23	0.9898	0.7832	0.9649	1.19	0.9876	0.9833	1.0125	0.9463	1.004	1.0881	1.0319	1.3671	0.9725		
119	1.0538	1.0182	1.0489	1.0314	1.2301	0.99	0.7805	0.9641	1.1894	0.9881	0.9821	1.0119	0.9446	1.0035	1.0878	1.0316	1.3686	0.9723		
118	1.0538	1.0177	1.0484	1.031	1.2301	0.9902	0.7777	0.9632	1.1888	0.9887	0.9808	1.0114	0.9429	1.003	1.0873	1.0312	1.37	0.9721		
117	1.0537	1.0172	1.0479	1.0305	1.2302	0.9904	0.775	0.9623	1.1882	0.9894	0.9794	1.0109	0.9412	1.0025	1.0869	1.0309	1.3715	0.972		
116	1.0537	1.0167	1.0473	1.0301	1.2302	0.9906	0.7722	0.9615	1.1876	0.99	0.9781	1.0103	0.9394	1.002	1.0865	1.0305	1.373	0.9718		
115	1.0536	1.0162	1.0468	1.0296	1.2302	0.9908	0.7694	0.9606	1.1869	0.9907	0.9768	1.0098	0.9377	1.0015	1.0861	1.0301	1.3745	0.9716		
114	1.0536	1.0157	1.0463	1.0291	1.2302	0.991	0.7666	0.9597	1.1863	0.9914	0.9754	1.0092	0.936	1.001	1.0856	1.0297	1.3761	0.9714		
113	1.0535	1.0153	1.0458	1.0286	1.2302	0.9912	0.7639	0.9587	1.1856	0.9921	0.9741	1.0086	0.9343	1.0004	1.0852	1.0293	1.3775	0.9712		
112	1.0534	1.0148	1.0453	1.0281	1.2301	0.9913	0.7613	0.9577	1.1848	0.9928	0.9728	1.0079	0.9326	0.9999	1.0848	1.0288	1.379	0.971		
111	1.0534	1.0143	1.0448	1.0276	1.2299	0.9913	0.7589	0.9567	1.1841	0.9935	0.9716	1.0073	0.931	0.9992	1.0843	1.0283	1.3804	0.9707		
110	1.0533	1.0138	1.0443	1.0271	1.2299	0.9916	0.7565	0.9556	1.1834	0.9942	0.9704	1.0066	0.9294	0.9986	1.0839	1.0279	1.3818	0.9705		
109	1.0533	1.0133	1.0438	1.0266	1.2299	0.9918	0.7543	0.9547	1.1826	0.9949	0.9693	1.006	0.9279	0.998	1.0835	1.0275	1.3832	0.9701		
108	1.0532	1.0129	1.0433	1.0261	1.2297	0.9919	0.752	0.9537	1.1818	0.9957	0.9681	1.0054	0.9263	0.9974	1.0831	1.027	1.3846	0.97		
107	1.0531	1.0124	1.0428	1.0255	1.2296	0.9921	0.7497	0.9527	1.181	0.9966	0.967	1.0048	0.9248	0.9968	1.0827	1.0266	1.3859	0.9699		
106	1.0531	1.012	1.0423	1.025	1.2295	0.9925	0.7475	0.9518	1.1802	0.9975	0.9658	1.0042	0.9233	0.9963	1.0823	1.0262	1.3874	0.9695		
105	1.053	1.0115	1.0418	1.0245	1.2293	0.9925	0.7452	0.9509	1.1793	0.9984	0.9647	1.0037	0.9218	0.9957	1.0819	1.0258	1.3887	0.9694		
104	1.0529	1.0111	1.0414	1.024	1.2291	0.9929	0.743	0.9499	1.1782	0.9993	0.9635	1.0031	0.9203	0.9951	1.0814	1.0253	1.3902	0.969		
103	1.0529	1.0106	1.0409	1.0235	1.229	0.9931	0.7407	0.9489	1.1772	1.0003	0.9624	1.0024	0.9188	0.9944	1.081	1.0249	1.3916	0.9689		
102	1.0528	1.0102	1.0404	1.023	1.2288	0.9933	0.7386	0.948	1.1762	1.0013	0.9612	1.0018	0.9173	0.9938	1.0806	1.0244	1.393	0.9686		
101	1.0528	1.0098	1.04	1.0225	1.2287	0.9935	0.7364	0.947	1.1752	1.0022	0.9601	1.0012	0.9159	0.9932	1.0802	1.0239	1.3944	0.9681		
100	1.0527	1.0093	1.0395	1.0219	1.2285	0.9936	0.7344	0.9459	1.1742	1.0032	0.9591	1.0005	0.9145	0.9925	1.0798	1.0235	1.3958	0.9678		
99	1.0526	1.0089	1.0391	1.0214	1.2283	0.9938	0.7324	0.9449	1.1732	1.004	0.958	0.9999	0.9131	0.9918	1.0794	1.023	1.3971	0.9676		
98	1.0526	1.0085	1.0386	1.0209	1.2282	0.9939	0.7306	0.9439	1.1723	1.0049	0.957	0.9992	0.9118	0.9912	1.079	1.0225	1.3984	0.9672		
97	1.0525	1.0081	1.0382	1.0203	1.228	0.9941	0.7287	0.9429	1.1713	1.0058	0.9561	0.9986	0.9105	0.9905	1.0786	1.022	1.3997	0.967		
96	1.0525	1.0077	1.0378	1.0198	1.2278	0.9942	0.727	0.9419	1.1703	1.0066	0.9551	0.998	0.9092	0.9898	1.0783	1.0215	1.401	0.9667		
95	1.0524	1.0073	1.0374	1.0193	1.2276	0.9944	0.7252	0.941	1.1692	1.0075	0.9541	0.9974	0.908	0.9891	1.0779	1.0211	1.4023	0.9664		
94	1.0524	1.0069	1.0369	1.0188	1.2274	0.9945	0.7234	0.94	1.1682	1.0084	0.9532	0.9968	0.9068	0.9885	1.0775	1.0206	1.4037	0.9661		
93	1.0523	1.0065	1.0365	1.0182	1.2272	0.9947	0.7217	0.939	1.1672	1.0093	0.9522	0.9961	0.9055	0.9878	1.0772	1.0202	1.405	0.9658		
92	1.0523	1.0062	1.0361	1.0177	1.2271	0.9948	0.7199	0.9381	1.1661	1.0101	0.9513	0.9955	0.9043	0.9871	1.0768	1.0197	1.4063	0.9655		
91	1.0522	1.0058	1.0357	1.0172	1.2269	0.9949	0.7182	0.9371	1.165	1.011	0.9503	0.9949	0.9031	0.9864	1.0765	1.0192	1.4077	0.9651		
90	1.0521	1.0054	1.0353	1.0167	1.2267	0.995	0.7165	0.9361	1.164	1.0118	0.9494	0.9942	0.9019	0.9857	1.0761	1.0187	1.409	0.9648		
89	1.0521	1.005	1.035	1.0161	1.2265	0.9951	0.7148	0.935	1.1629	1.0126	0.9484	0.9936	0.9008	0.985	1.0757	1.0182	1.4103	0.9644		
88	1.052	1.0047	1.0346	1.0156	1.2263	0.9951	0.7132	0.934	1.1618	1.0134	0.9475	0.9929	0.8996	0.9843	1.0754	1.0177	1.4117	0.964		
87	1.052	1.0043	1.0342	1.0151	1.2261	0.9951	0.7116	0.933	1.1608	1.0141	0.9466	0.9922	0.8985	0.9836	1.0751	1.0172	1.413	0.9636		
86	1.052	1.0039	1.0339	1.0145	1.2259	0.9951	0.7102	0.932	1.1598	1.0147	0.9458	0.9916	0.8975	0.9829	1.0748	1.0167	1.4142	0.9632		
85	1.0519	1.0036	1.0335	1.014	1.2258	0.995	0.7088	0.931	1.1588	1.0153	0.9451	0.9909	0.8965	0.9821	1.0745	1.0162	1.4154	0.9628		
84	1.0519	1.0032	1.0332	1.0135	1.2256	0.995	0.7075	0.93	1.1578	1.0159	0.9443	0.9903	0.8955	0.9814	1.0742	1.0157	1.4166	0.9624		
83	1.0518	1.0029	1.0329	1.013	1.2254	0.995	0.7062	0.9291	1.1568	1.0164	0.9436	0.9897	0.8945	0.9807	1.0739	1.0152	1.4178	0.962		
82	1.0518	1.0026	1.0325	1.0125	1.2252	0.9949	0.7049	0.9281	1.1559	1.017	0.9428	0.9891	0.8936	0.98	1.0736	1.0148	1.419	0.9617		
81	1.0517	1.0023	1.0322	1.012	1.2251	0.9948	0.7036	0.9272	1.1549	1.0175	0.9421	0.9885	0.8927	0.9793	1.0733	1.0143	1.4202	0.9613		
80	1.0517	1.002	1.0319	1.0115	1.2249	0.9948	0.7023	0.9263	1.1539	1.0179	0.9414	0.9879	0.8918	0.9786	1.073	1.0138	1.4215	0.9609		
79	1.0517	1.0016	1.0316	1.011	1.2248	0.9947	0.7011	0.9253	1.153	1.0184	0.9407	0.9873	0.8909	0.9779	1.0728	1.0133	1.4227	0.9604		
78	1.0516	1.0013	1.0313	1.0105	1.2246	0.9945	0.6999	0.9244	1.152	1.0188	0.94	0.9867	0.89	0.9772	1.0725	1.0128	1.4239	0.96		
77	1.0516	1.001	1.031	1.01	1.2245	0.9944	0.6986	0.9235	1.1511	1.0191	0.9393	0.986	0.8891	0.9765	1.0722	1.0123	1.4251	0.9595		
76	1.0516	1.0007	1.0307	1.0095	1.2244	0.9942	0.6975	0.9225	1.1502	1.0194	0.9386	0.9854	0.8883	0.9757	1.072	1.0118	1.4263	0.9591		
75	1.0515	1.0004	1.0304	1.009	1.2242	0.994	0.6963	0.9216	1.1493	1.0197	0.9379	0.9848	0.8874	0.975	1.0717	1.0113	1.4275	0.9586		
74	1.0515	1.0001	1.0302	1.0085	1.2241	0.9938	0.6953	0.9206	1.1485	1.0199	0.9373	0.9842	0.8867	0.9743	1.0715	1.0109	1.4287	0.9581		
73	1.0515	0.9999	1.0299	1.008	1.224	0.9935	0.6943	0.9198	1.1477	1.02	0.9368	0.9836	0.8859	0.9736	1.0713	1.0104	1.4298	0.9577		
72	1.0514	0.9996	1.0297	1.0075	1.2239	0.9933	0.6934	0.9189	1.1469	1.0201	0.9362	0.983	0.8852	0.9729	1.0711	1.0099	1.4308	0.9572		
71	1.0514	0.9993	1.0294	1.0071	1.2238	0.9931	0.6925	0.9181	1.1462	1.0201	0.9357	0.9825	0.8845	0.9722	1.0709	1.0094	1.4319	0.9568		
70	1.0514	0.999	1.0292	1.0066	1.2237	0.9928	0.6916	0.9172	1.1454	1.0202	0.9352	0.9819	0.8839	0.9715	1.0707	1.009	1.433	0.9564		
69	1.0514	0.9988	1.029	1.0061	1.2236	0.9926	0.6908	0.9164	1.1447	1.0202	0.9347	0.9814	0.8832	0.9709	1.0705	1.0085	1.434	0.9559		
68	1.0513	0.9985	1.0288	1.0057	1.2236	0.9923	0.6899	0.9157	1.144	1.0202	0.9342	0.9808	0.8826	0.9702	1.0703	1.0081	1.4351	0.9555		
67	1.0513	0.9983	1.0286	1.0053	1.2235	0.992	0.6891	0.9149	1.1433	1.0201	0.9337	0.9803	0.882	0.9695	1.0701	1.0077	1.4361	0.9551		
66	1.0513	0.9981	1.0283	1.0048	1.2235	0.9917	0.6883	0.9141	1.1427	1.02	0.9332	0.9798	0.8813	0.9689	1.0699	1.0072	1.4372	0.9546		
65	1.0513	0.9978	1.0281	1.0044	1.2234	0.9914	0.6874	0.9133	1.142	1.0199	0.9327	0.9792	0.8807	0.9682	1.0697	1.0068	1.4383	0.9541		
64	1.0513	0.9976	1.0279	1.0039	1.2234	0.991	0.6866	0.9125	1.1414	1.0197	0.9322	0.9786	0.8801	0.9675	1.0696	1.0063	1.4393	0.9536		
63	1.0513	0.9973	1.0277	1.0035	1.2233	0.9907	0.6858	0.9117	1.1408	1.0195	0.9317	0.9781	0.8796	0.9669	1.0694	1.0058	1.4404	0.9531		
62	1.0512	0.9971	1.0276	1.003	1.2233	0.9903	0.6851	0.9109	1.1402	1.0193	0.9313	0.9775	0.879	0.9662	1.0693	1.0054	1.4414	0.9526		
61	1.0512	0.9969	1.0274	1.0026	1.2233	0.9899	0.6844	0.9101	1.1397	1.019	0.9309	0.977	0.8785	0.9656	1.0691	1.0049	1.4424	0.9521		
60	1.0512	0.9967	1.0272	1.0022	1.2233	0.9895	0.6838	0.9094	1.1392	1.0187	0.9305	0.9765	0.878	0.9649	1.069	1.0045	1.4433	0.9517		
59	1.0512	0.9964	1.0271	1.0018	1.2232	0.9891	0.6831	0.9087	1.1388	1.0184	0.9301	0.976	0.8775	0.9643	1.0688	1.0041	1.4443	0.9512		
58	1.0512	0.9962	1.0269	1.0014	1.2232	0.9887	0.6825	0.908	1.1383	1.018	0.9297	0.9755	0.8771	0.9637	1.0687	1.0037	1.4452	0.9508		
57	1.0512	0.996	1.0268	1.001	1.2232	0.9883	0.6819	0.9073	1.1379	1.0177	0.9294	0.9751	0.8766	0.9631	1.0686	1.0033	1.4461	0.9503		
56	1.0512	0.9958	1.0266	1.0006	1.2233	0.988	0.6814	0.9067	1.1375	1.0173	0.929	0.9746	0.8762	0.9625	1.0685	1.0029	1.447	0.9499		
55	1.0512	0.9956	1.0265	1.0002	1.2233	0.9875	0.6808	0.906	1.1371	1.0169	0.9287	0.9741	0.8758	0.9619	1.0684	1.0025	1.4479	0.9494		
54	1.0512	0.9954	1.0263	0.9998	1.2233	0.9871	0.6802	0.9054	1.1367	1.0165	0.9283	0.9736	0.8754	0.9613	1.0683	1.0021	1.4488	0.949		
53	1.0511	0.9953	1.0262	0.9994	1.2233	0.9867	0.6797	0.9047	1.1363	1.016	0.928	0.9732	0.875	0.9607	1.0682	1.0017	1.4498	0.9485		
52	1.0511	0.9951	1.0261	0.999	1.2234	0.9862	0.6792	0.9041	1.136	1.0156	0.9277	0.9727	0.8746	0.9602	1.0681	1.0013	1.4507	0.948		
51	1.0511	0.9949	1.0259	0.9986	1.2234	0.9858	0.6786	0.9034	1.1357	1.0151	0.9274	0.9722	0.8742	0.9596	1.068	1.0008	1.4515	0.9475		
50	1.0511	0.9947	1.0258	0.9983	1.2235	0.9853	0.6781	0.9028	1.1354	1.0146	0.9271	0.9718	0.8738	0.959	1.0679	1.0004	1.4524	0.9471		
49	1.0511	0.9945	1.0257	0.9979	1.2235	0.9849	0.6777	0.9022	1.1351	1.0141	0.9268	0.9713	0.8735	0.9585	1.0678	1.0001	1.4532	0.9466		
48	1.0511	0.9944	1.0256	0.9975	1.2236	0.9844	0.6773	0.9017	1.1349	1.0136	0.9266	0.9709	0.8732	0.9579	1.0677	0.9997	1.454	0.9462		
47	1.0511	0.9942	1.0255	0.9972	1.2237	0.984	0.6769	0.9011	1.1346	1.013	0.9263	0.9705	0.8729	0.9574	1.0676	0.9993	1.4548	0.9458		
46	1.0511	0.994	1.0254	0.9968	1.2237	0.9836	0.6765	0.9006	1.1344	1.0125	0.9261	0.9701	0.8726	0.9569	1.0676	0.999	1.4556	0.9454		
45	1.0511	0.9939	1.0253	0.9965	1.2238	0.9831	0.6761	0.9001	1.1342	1.012	0.9259	0.9697	0.8723	0.9564	1.0675	0.9986	1.4563	0.945		
44	1.0511	0.9937	1.0252	0.9962	1.2239	0.9827	0.6758	0.8996	1.1341	1.0115	0.9257	0.9693	0.872	0.9559	1.0675	0.9983	1.457	0.9446		
43	1.0511	0.9936	1.0252	0.9958	1.224	0.9823	0.6754	0.8992	1.1339	1.011	0.9254	0.969	0.8718	0.9554	1.0674	0.9979	1.4578	0.9442		
42	1.0511	0.9934	1.0251	0.9955	1.224	0.9819	0.6751	0.8987	1.1337	1.0104	0.9252	0.9686	0.8715	0.9549	1.0674	0.9976	1.4585	0.9438		
41	1.0511	0.9933	1.025	0.9952	1.2241	0.9814	0.6747	0.8982	1.1336	1.0099	0.925	0.9682	0.8712	0.9544	1.0673	0.9973	1.4592	0.9434		
40	1.0511	0.9931	1.0249	0.9949	1.2242	0.981	0.6744	0.8978	1.1335	1.0093	0.9249	0.9679	0.871	0.954	1.0673	0.9969	1.4599	0.943		
39	1.0512	0.993	1.0249	0.9946	1.2243	0.9805	0.6741	0.8973	1.1334	1.0088	0.9247	0.9675	0.8708	0.9535	1.0672	0.9966	1.4606	0.9426		
38	1.0512	0.9929	1.0248	0.9943	1.2244	0.9801	0.6738	0.8969	1.1333	1.0082	0.9245	0.9672	0.8706	0.9531	1.0672	0.9962	1.4613	0.9422		
37	1.0512	0.9927	1.0247	0.994	1.2245	0.9797	0.6735	0.8965	1.1332	1.0077	0.9243	0.9668	0.8704	0.9526	1.0671	0.9959	1.462	0.9418		
36	1.0512	0.9926	1.0247	0.9937	1.2247	0.9793	0.6733	0.8961	1.1331	1.0071	0.9242	0.9665	0.8702	0.9522	1.0671	0.9956	1.4626	0.9415		
35	1.0512	0.9925	1.0246	0.9934	1.2248	0.9789	0.6731	0.8958	1.133	1.0066	0.9241	0.9662	0.87	0.9518	1.0671	0.9953	1.4632	0.9411		
34	1.0512	0.9924	1.0246	0.9931	1.2249	0.9785	0.6729	0.8955	1.133	1.0061	0.9239	0.966	0.8698	0.9514	1.0671	0.995	1.4637	0.9408		
33	1.0512	0.9923	1.0245	0.9929	1.225	0.9781	0.6726	0.8952	1.1329	1.0056	0.9238	0.9657	0.8697	0.951	1.067	0.9948	1.4643	0.9405		
32	1.0512	0.9922	1.0245	0.9926	1.2251	0.9777	0.6724	0.8949	1.1329	1.0051	0.9237	0.9654	0.8695	0.9507	1.067	0.9945	1.4648	0.9402		
31	1.0512	0.9921	1.0245	0.9924	1.2252	0.9774	0.6722	0.8946	1.1329	1.0046	0.9236	0.9652	0.8694	0.9503	1.067	0.9942	1.4654	0.9399		
30	1.0512	0.992	1.0244	0.9921	1.2253	0.977	0.6721	0.8943	1.1329	1.0041	0.9235	0.9649	0.8692	0.9499	1.067	0.994	1.4659	0.9396		
29	1.0512	0.9919	1.0244	0.9919	1.2254	0.9766	0.6719	0.894	1.1328	1.0036	0.9234	0.9647	0.8691	0.9496	1.067	0.9937	1.4665	0.9393		
28	1.0513	0.9918	1.0243	0.9916	1.2255	0.9763	0.6717	0.8938	1.1328	1.0032	0.9233	0.9644	0.8689	0.9492	1.067	0.9935	1.467	0.939		
27	1.0513	0.9917	1.0243	0.9914	1.2257	0.9759	0.6715	0.8935	1.1328	1.0027	0.9232	0.9642	0.8688	0.9489	1.067	0.9932	1.4675	0.9387		
26	1.0513	0.9916	1.0243	0.9912	1.2258	0.9756	0.6714	0.8933	1.1328	1.0022	0.9231	0.9639	0.8687	0.9486	1.067	0.993	1.468	0.9385		
25	1.0513	0.9915	1.0243	0.9909	1.2259	0.9752	0.6712	0.893	1.1329	1.0017	0.923	0.9637	0.8686	0.9483	1.067	0.9927	1.4684	0.9382		
24	1.0513	0.9914	1.0242	0.9907	1.226	0.9749	0.6711	0.8928	1.1329	1.0013	0.9229	0.9635	0.8685	0.948	1.067	0.9925	1.4689	0.938		
23	1.0513	0.9913	1.0242	0.9905	1.2261	0.9746	0.6709	0.8926	1.1329	1.0009	0.9229	0.9633	0.8684	0.9477	1.067	0.9923	1.4693	0.9377		
22	1.0513	0.9912	1.0242	0.9903	1.2262	0.9743	0.6708	0.8924	1.1329	1.0005	0.9228	0.9631	0.8683	0.9474	1.067	0.9921	1.4697	0.9375		
21	1.0513	0.9912	1.0242	0.9901	1.2263	0.974	0.6707	0.8923	1.133	1.0001	0.9228	0.963	0.8682	0.9471	1.067	0.9919	1.47	0.9374		
20	1.0514	0.9911	1.0242	0.99	1.2264	0.9738	0.6706	0.8923	1.133	0.9997	0.9227	0.9628	0.8682	0.9469	1.067	0.9917	1.4704	0.9372		
19	1.0514	0.991	1.0242	0.9898	1.2265	0.9735	0.6705	0.8921	1.133	0.9994	0.9227	0.9627	0.8681	0.9467	1.067	0.9915	1.4707	0.937		
18	1.0514	0.991	1.0242	0.9896	1.2266	0.9733	0.6704	0.892	1.1331	0.999	0.9226	0.9626	0.868	0.9465	1.067	0.9914	1.4711	0.9369		
17	1.0514	0.9909	1.0242	0.9895	1.2267	0.9731	0.6704	0.8919	1.1331	0.9987	0.9226	0.9624	0.868	0.9462	1.067	0.9912	1.4714	0.9367		
16	1.0514	0.9909	1.0241	0.9893	1.2268	0.9729	0.6703	0.8917	1.1331	0.9984	0.9226	0.9623	0.8679	0.946	1.067	0.9911	1.4717	0.9366		
15	1.0514	0.9908	1.0241	0.9892	1.2269	0.9727	0.6702	0.8918	1.1332	0.998	0.9225	0.9622	0.8679	0.9458	1.067	0.9909	1.472	0.9365		
14	1.0514	0.9908	1.0241	0.9891	1.227	0.9725	0.6701	0.8916	1.1332	0.9978	0.9225	0.9621	0.8678	0.9457	1.067	0.9908	1.4723	0.9364		
13	1.0515	0.9908	1.0241	0.9889	1.2271	0.9723	0.6701	0.8915	1.1333	0.9975	0.9225	0.962	0.8678	0.9455	1.0671	0.9906	1.4725	0.9363		
12	1.0515	0.9907	1.0241	0.9888	1.2271	0.9721	0.67	0.8915	1.1333	0.9972	0.9224	0.9619	0.8677	0.9453	1.0671	0.9905	1.4728	0.9362		
11	1.0515	0.9907	1.0241	0.9887	1.2272	0.972	0.6699	0.8914	1.1333	0.997	0.9224	0.9618	0.8677	0.9452	1.0671	0.9904	1.473	0.9361		
10	1.0515	0.9907	1.0241	0.9886	1.2273	0.9718	0.6699	0.8914	1.1334	0.9967	0.9224	0.9618	0.8677	0.9452	1.0671	0.9903	1.4732	0.936		
9	1.0515	0.9906	1.0241	0.9885	1.2273	0.9717	0.6699	0.8913	1.1334	0.9965	0.9224	0.9617	0.8676	0.9449	1.0671	0.9902	1.4734	0.936		
8	1.0515	0.9907	1.0241	0.9884	1.2274	0.9716	0.6698	0.8914	1.1335	0.9963	0.9224	0.9617	0.8676	0.9448	1.0671	0.9902	1.4735	0.936		
7	1.0515	0.9907	1.0241	0.9884	1.2275	0.9715	0.6698	0.8913	1.1335	0.9962	0.9224	0.9617	0.8676	0.9447	1.0671	0.9901	1.4737	0.936		
6	1.0515	0.9907	1.0241	0.9883	1.2275	0.9715	0.6698	0.8914	1.1335	0.996	0.9224	0.9617	0.8676	0.9446	1.0671	0.9901	1.4738	0.936		
5	1.0515	0.9907	1.0241	0.9882	1.2276	0.9714	0.6697	0.8914	1.1336	0.9959	0.9224	0.9616	0.8676	0.9445	1.0672	0.99	1.474	0.936		
4	1.0516	0.9907	1.0242	0.9882	1.2276	0.9713	0.6697	0.8914	1.1336	0.9957	0.9223	0.9616	0.8675	0.9445	1.0672	0.99	1.4741	0.936		
3	1.0516	0.9907	1.0242	0.9882	1.2277	0.9713	0.6697	0.8914	1.1336	0.9956	0.9223	0.9616	0.8675	0.9444	1.0672	0.9899	1.4742	0.936		
2	1.0516	0.9907	1.0242	0.9881	1.2277	0.9713	0.6697	0.8915	1.1337	0.9955	0.9223	0.9616	0.8675	0.9443	1.0672	0.9899	1.4743	0.9361		
1	1.0516	0.9908	1.0242	0.9881	1.2277	0.9713	0.6697	0.8915	1.1337	0.9954	0.9223	0.9617	0.8675	0.9443	1.0672	0.9899	1.4744	0.9361		
0	1.0516	0.9908	1.0242	0.9881	1.2277	0.9712	0.6697	0.8916	1.1337	0.9953	0.9223	0.9617	0.8675	0.9443	1.0672	0.9899	1.4744	0.9362		
